odb8_level	odb8_og_id	protein_id	odb8_prot_id	organism	uniprot_description
6854:Arachnida	EOG8CNTBR	CUFF.18467.1_Ste	407821:000f36	Stegodyphus mimosarum	
6854:Arachnida	EOG8CNTBR	ISCW015354-PA	6945:003183	Ixodes scapularis	
6854:Arachnida	EOG8CNTBR	ISCW015645-PA	6945:003276	Ixodes scapularis	
6854:Arachnida	EOG8CNTBS	tetur01g01800.1	32264:0000af	Tetranychus urticae	
6854:Arachnida	EOG8CNTBS	tetur114g00060.1	32264:002470	Tetranychus urticae	
6854:Arachnida	EOG8CNTBS	925329.p	34638:001fc0	Metaseiulus occidentalis	
6854:Arachnida	EOG8CNTBS	CUFF.28908.1_Ste	407821:000914	Stegodyphus mimosarum	
6854:Arachnida	EOG8CNTBS	ISCW023508-PA	6945:004add	Ixodes scapularis	
6854:Arachnida	EOG8CNTBT	tetur01g07500.1	32264:0002d1	Tetranychus urticae	
6854:Arachnida	EOG8CNTBT	1156114.p	34638:003fa0	Metaseiulus occidentalis	
6854:Arachnida	EOG8CNTBT	ISCW022577-PA	6945:004802	Ixodes scapularis	
6854:Arachnida	EOG8CNTBV	tetur03g06900.1	32264:000e95	Tetranychus urticae	
6854:Arachnida	EOG8CNTBV	952231.p	34638:002dfe	Metaseiulus occidentalis	
6854:Arachnida	EOG8CNTBV	CUFF.24327.1_Ste	407821:00161a	Stegodyphus mimosarum	
6854:Arachnida	EOG8CNTBV	ISCW013100-PA	6945:002a4d	Ixodes scapularis	
6854:Arachnida	EOG8CNTBW	tetur32g01340.1	32264:0040c3	Tetranychus urticae	
6854:Arachnida	EOG8CNTBW	CUFF.4934.1_Ste	407821:002cd1	Stegodyphus mimosarum	
6854:Arachnida	EOG8CNTBX	1158653.p	34638:004831	Metaseiulus occidentalis	
6854:Arachnida	EOG8CNTBX	CUFF.25270.1_Ste	407821:00611e	Stegodyphus mimosarum	
6854:Arachnida	EOG8CNTBZ	937665.p	34638:001ccb	Metaseiulus occidentalis	
6854:Arachnida	EOG8CNTBZ	CUFF.18622.1_Ste	407821:00377d	Stegodyphus mimosarum	
6854:Arachnida	EOG8CNTBZ	CUFF.18600.1_Ste	407821:005338	Stegodyphus mimosarum	
6854:Arachnida	EOG8CNTBZ	ISCW018257-PA	6945:003a8f	Ixodes scapularis	
6854:Arachnida	EOG8CNTC0	tetur07g07100.1	32264:001c03	Tetranychus urticae	
6854:Arachnida	EOG8CNTC0	tetur11g06030.1	32264:0026bf	Tetranychus urticae	
6854:Arachnida	EOG8CNTC0	tetur37g00470.1	32264:00439b	Tetranychus urticae	
6854:Arachnida	EOG8CNTC0	CUFF.22559.1_Ste	407821:005f68	Stegodyphus mimosarum	
6854:Arachnida	EOG8CNTC0	ISCW005067-PA	6945:00105a	Ixodes scapularis	
6854:Arachnida	EOG8CNTC0	ISCW008926-PA	6945:001cd3	Ixodes scapularis	
6854:Arachnida	EOG8CNTC0	ISCW019801-PA	6945:003f70	Ixodes scapularis	
6854:Arachnida	EOG8CNTC0	ISCW022765-PA	6945:00489a	Ixodes scapularis	
6854:Arachnida	EOG8CNTC1	tetur13g00680.1	32264:002926	Tetranychus urticae	
6854:Arachnida	EOG8CNTC1	CUFF.15622.1_Ste	407821:00032b	Stegodyphus mimosarum	
6854:Arachnida	EOG8CNTC1	ISCW002059-PA	6945:000693	Ixodes scapularis	
6854:Arachnida	EOG8CNTC2	CUFF.34834.1_Ste	407821:003292	Stegodyphus mimosarum	
6854:Arachnida	EOG8CNTC2	ISCW022548-PA	6945:0047ee	Ixodes scapularis	
6854:Arachnida	EOG8CNTC3	CUFF.37752.1_Ste	407821:00094a	Stegodyphus mimosarum	
6854:Arachnida	EOG8CNTC3	ISCW016974-PA	6945:00368c	Ixodes scapularis	
6854:Arachnida	EOG8CNTC4	CUFF.5372.1_Ste	407821:00158f	Stegodyphus mimosarum	
6854:Arachnida	EOG8CNTC4	ISCW003376-PA	6945:000ae7	Ixodes scapularis	
6854:Arachnida	EOG8CNTC5	CUFF.64218.1_Ste	407821:00460d	Stegodyphus mimosarum	
6854:Arachnida	EOG8CNTC5	ISCW022033-PA	6945:004655	Ixodes scapularis	
6854:Arachnida	EOG8CNTC6	1157495.p	34638:00424b	Metaseiulus occidentalis	
6854:Arachnida	EOG8CNTC6	ISCW013997-PA	6945:002d37	Ixodes scapularis	
6854:Arachnida	EOG8CRPK5	tetur19g03110.1	32264:0033cb	Tetranychus urticae	
6854:Arachnida	EOG8CRPK5	1158556.p	34638:0047cb	Metaseiulus occidentalis	
6854:Arachnida	EOG8CRPK5	CUFF.24672.1_Ste	407821:002ac0	Stegodyphus mimosarum	
6854:Arachnida	EOG8CRPK5	ISCW021850-PA	6945:0045bc	Ixodes scapularis	
6854:Arachnida	EOG8CRPK6	tetur08g05320.1	32264:001e67	Tetranychus urticae	
6854:Arachnida	EOG8CRPK6	1146212.p	34638:000d98	Metaseiulus occidentalis	
6854:Arachnida	EOG8CRPK6	CUFF.29290.1_Ste	407821:003030	Stegodyphus mimosarum	
6854:Arachnida	EOG8CRPK6	ISCW014660-PA	6945:002f4f	Ixodes scapularis	
6854:Arachnida	EOG8CRPK7	1148058.p	34638:0015cf	Metaseiulus occidentalis	
6854:Arachnida	EOG8CRPK7	CUFF.35303.1_Ste	407821:0046b9	Stegodyphus mimosarum	
6854:Arachnida	EOG8CRPK7	ISCW001113-PA	6945:00038d	Ixodes scapularis	
6854:Arachnida	EOG8CRPK8	tetur01g01480.1	32264:00008f	Tetranychus urticae	
6854:Arachnida	EOG8CRPK8	tetur10g00500.1	32264:002265	Tetranychus urticae	
6854:Arachnida	EOG8CRPK8	967803.p	34638:001fd7	Metaseiulus occidentalis	
6854:Arachnida	EOG8CRPK8	CUFF.81765.1_Ste	407821:000033	Stegodyphus mimosarum	
6854:Arachnida	EOG8CRPK8	ISCW019639-PA	6945:003ef0	Ixodes scapularis	
6854:Arachnida	EOG8CRPK9	tetur02g05950.1	32264:000892	Tetranychus urticae	
6854:Arachnida	EOG8CRPK9	1033155.p	34638:0015b3	Metaseiulus occidentalis	
6854:Arachnida	EOG8CRPK9	CUFF.12268.1_Ste	407821:00363d	Stegodyphus mimosarum	
6854:Arachnida	EOG8CRPK9	ISCW007437-PA	6945:0017fc	Ixodes scapularis	
6854:Arachnida	EOG8CRPKB	tetur03g09470.1	32264:000f7e	Tetranychus urticae	
6854:Arachnida	EOG8CRPKB	754283.p	34638:003288	Metaseiulus occidentalis	
6854:Arachnida	EOG8CRPKB	CUFF.44176.1_Ste	407821:0009d4	Stegodyphus mimosarum	
6854:Arachnida	EOG8CRPKB	CUFF.16338.1_Ste	407821:002e54	Stegodyphus mimosarum	
6854:Arachnida	EOG8CRPKB	ISCW010150-PA	6945:0020c8	Ixodes scapularis	
6854:Arachnida	EOG8CRPKC	tetur03g04980.1	32264:000de4	Tetranychus urticae	
6854:Arachnida	EOG8CRPKC	tetur03g06110.1	32264:000e49	Tetranychus urticae	
6854:Arachnida	EOG8CRPKC	1149381.p	34638:001c6f	Metaseiulus occidentalis	
6854:Arachnida	EOG8CRPKC	CUFF.33020.1_Ste	407821:000d48	Stegodyphus mimosarum	
6854:Arachnida	EOG8CRPKC	ISCW007942-PA	6945:0019a3	Ixodes scapularis	
6854:Arachnida	EOG8CRPKD	tetur10g05300.1	32264:002437	Tetranychus urticae	
6854:Arachnida	EOG8CRPKD	1158370.p	34638:004410	Metaseiulus occidentalis	
6854:Arachnida	EOG8CRPKD	CUFF.17547.1_Ste	407821:00013a	Stegodyphus mimosarum	
6854:Arachnida	EOG8CRPKD	ISCW015960-PA	6945:003374	Ixodes scapularis	
6854:Arachnida	EOG8CRPKF	tetur13g01430.1	32264:002969	Tetranychus urticae	
6854:Arachnida	EOG8CRPKF	tetur19g01090.1	32264:00330c	Tetranychus urticae	
6854:Arachnida	EOG8CRPKF	1145807.p	34638:000a46	Metaseiulus occidentalis	
6854:Arachnida	EOG8CRPKF	1155856.p	34638:003c0c	Metaseiulus occidentalis	
6854:Arachnida	EOG8CRPKF	CUFF.39848.2_Ste	407821:0004c5	Stegodyphus mimosarum	
6854:Arachnida	EOG8CRPKF	CUFF.34304.1_Ste	407821:005aa4	Stegodyphus mimosarum	
6854:Arachnida	EOG8CRPKF	CUFF.63622.1_Ste	407821:005d73	Stegodyphus mimosarum	
6854:Arachnida	EOG8CRPKF	ISCW010457-PA	6945:0021cd	Ixodes scapularis	
6854:Arachnida	EOG8CRPKF	ISCW020126-PA	6945:00405f	Ixodes scapularis	
6854:Arachnida	EOG8CRPKG	tetur17g02540.1	32264:003078	Tetranychus urticae	
6854:Arachnida	EOG8CRPKG	1149727.p	34638:001ec2	Metaseiulus occidentalis	
6854:Arachnida	EOG8CRPKG	CUFF.40022.1_Ste	407821:0049ed	Stegodyphus mimosarum	
6854:Arachnida	EOG8CRPKG	ISCW022463-PA	6945:0047aa	Ixodes scapularis	Peptidyl-prolyl cis-trans isomerase (5.2.1.8)
6854:Arachnida	EOG8CRPKH	tetur14g03050.1	32264:002bd6	Tetranychus urticae	
6854:Arachnida	EOG8CRPKH	1156674.p	34638:003eca	Metaseiulus occidentalis	
6854:Arachnida	EOG8CRPKH	CUFF.65299.1_Ste	407821:006808	Stegodyphus mimosarum	
6854:Arachnida	EOG8CRPKH	ISCW014445-PA	6945:002e9c	Ixodes scapularis	
6854:Arachnida	EOG8CRPKJ	tetur19g01970.1	32264:00335e	Tetranychus urticae	
6854:Arachnida	EOG8CRPKJ	790343.p	34638:002f96	Metaseiulus occidentalis	
6854:Arachnida	EOG8CRPKJ	CUFF.77817.1_Ste	407821:004a76	Stegodyphus mimosarum	
6854:Arachnida	EOG8CRPKJ	ISCW002490-PA	6945:0007fb	Ixodes scapularis	
6854:Arachnida	EOG8CRPKK	tetur28g00420.1	32264:003cec	Tetranychus urticae	
6854:Arachnida	EOG8CRPKK	1151680.p	34638:002747	Metaseiulus occidentalis	
6854:Arachnida	EOG8CRPKK	CUFF.61205.1_Ste	407821:0029bb	Stegodyphus mimosarum	
6854:Arachnida	EOG8CRPKK	ISCW004719-PA	6945:000f3a	Ixodes scapularis	
6854:Arachnida	EOG8CRPKM	tetur13g01510.1	32264:002971	Tetranychus urticae	
6854:Arachnida	EOG8CRPKM	833614.p	34638:0041e2	Metaseiulus occidentalis	
6854:Arachnida	EOG8CRPKM	CUFF.67855.1_Ste	407821:00122a	Stegodyphus mimosarum	
6854:Arachnida	EOG8CRPKM	ISCW009878-PA	6945:001fe4	Ixodes scapularis	
6854:Arachnida	EOG8CRPKN	tetur04g06660.1	32264:001239	Tetranychus urticae	
6854:Arachnida	EOG8CRPKN	1150861.p	34638:00248f	Metaseiulus occidentalis	
6854:Arachnida	EOG8CRPKN	CUFF.20863.1_Ste	407821:006841	Stegodyphus mimosarum	
6854:Arachnida	EOG8CRPKN	ISCW020110-PA	6945:004050	Ixodes scapularis	
6854:Arachnida	EOG8CRPKP	tetur04g07670.1	32264:00129c	Tetranychus urticae	
6854:Arachnida	EOG8CRPKP	761648.p	34638:00329b	Metaseiulus occidentalis	
6854:Arachnida	EOG8CRPKP	CUFF.29317.1_Ste	407821:002735	Stegodyphus mimosarum	
6854:Arachnida	EOG8CRPKP	ISCW023938-PA	6945:004c31	Ixodes scapularis	
6854:Arachnida	EOG8CRPKQ	tetur02g11160.1	32264:000a7c	Tetranychus urticae	
6854:Arachnida	EOG8CRPKQ	1146023.p	34638:000c35	Metaseiulus occidentalis	
6854:Arachnida	EOG8CRPKQ	1149849.p	34638:001f1e	Metaseiulus occidentalis	
6854:Arachnida	EOG8CRPKQ	850972.p	34638:003c45	Metaseiulus occidentalis	
6854:Arachnida	EOG8CRPKQ	CUFF.68599.1_Ste	407821:004097	Stegodyphus mimosarum	
6854:Arachnida	EOG8CRPKQ	ISCW018681-PA	6945:003bdf	Ixodes scapularis	
6854:Arachnida	EOG8CRPKR	tetur11g04750.1	32264:002645	Tetranychus urticae	
6854:Arachnida	EOG8CRPKR	1156136.p	34638:003fb6	Metaseiulus occidentalis	
6854:Arachnida	EOG8CRPKR	CUFF.63579.1_Ste	407821:000b59	Stegodyphus mimosarum	
6854:Arachnida	EOG8CRPKR	ISCW000864-PA	6945:0002c1	Ixodes scapularis	
6854:Arachnida	EOG8CRPKS	tetur03g01850.1	32264:000cb9	Tetranychus urticae	
6854:Arachnida	EOG8CRPKS	tetur07g02990.1	32264:001a71	Tetranychus urticae	
6854:Arachnida	EOG8CRPKS	1150323.p	34638:0020e7	Metaseiulus occidentalis	
6854:Arachnida	EOG8CRPKS	1152345.p	34638:002c55	Metaseiulus occidentalis	
6854:Arachnida	EOG8CRPKS	CUFF.61659.1_Ste	407821:00148d	Stegodyphus mimosarum	
6854:Arachnida	EOG8CRPKS	CUFF.61563.1_Ste	407821:0058c2	Stegodyphus mimosarum	
6854:Arachnida	EOG8CRPKS	CUFF.61564.1_Ste	407821:0058c3	Stegodyphus mimosarum	
6854:Arachnida	EOG8CRPKS	ISCW006111-PA	6945:0013be	Ixodes scapularis	
6854:Arachnida	EOG8CRPKS	ISCW016201-PA	6945:00343c	Ixodes scapularis	
6854:Arachnida	EOG8CRPKT	1144416.p	34638:000638	Metaseiulus occidentalis	
6854:Arachnida	EOG8CRPKT	CUFF.55138.1_Ste	407821:002023	Stegodyphus mimosarum	
6854:Arachnida	EOG8CRPKT	ISCW006364-PA	6945:001495	Ixodes scapularis	
6854:Arachnida	EOG8CRPKV	tetur14g01300.1	32264:002b2a	Tetranychus urticae	
6854:Arachnida	EOG8CRPKV	CUFF.3027.2_Ste	407821:003f9f	Stegodyphus mimosarum	
6854:Arachnida	EOG8CRPKV	ISCW009805-PA	6945:001faf	Ixodes scapularis	
6854:Arachnida	EOG8CRPKW	CUFF.29099.1_Ste	407821:0000c4	Stegodyphus mimosarum	
6854:Arachnida	EOG8CRPKW	ISCW013103-PA	6945:002a4f	Ixodes scapularis	
6854:Arachnida	EOG8CRPKX	CUFF.51014.1_Ste	407821:005166	Stegodyphus mimosarum	
6854:Arachnida	EOG8CRPKX	ISCW005115-PA	6945:001084	Ixodes scapularis	
6854:Arachnida	EOG8CRPKZ	tetur04g07360.1	32264:00127e	Tetranychus urticae	
6854:Arachnida	EOG8CRPKZ	1146489.p	34638:000e12	Metaseiulus occidentalis	
6854:Arachnida	EOG8CRPKZ	CUFF.34464.1_Ste	407821:004bd6	Stegodyphus mimosarum	
6854:Arachnida	EOG8CRPKZ	ISCW022794-PA	6945:0048ae	Ixodes scapularis	
6854:Arachnida	EOG8CRPM0	CUFF.31836.1_Ste	407821:00222d	Stegodyphus mimosarum	
6854:Arachnida	EOG8CRPM0	ISCW023191-PA	6945:0049e2	Ixodes scapularis	
6854:Arachnida	EOG8CRPM1	1153278.p	34638:002dd4	Metaseiulus occidentalis	
6854:Arachnida	EOG8CRPM1	CUFF.52153.1_Ste	407821:003a1a	Stegodyphus mimosarum	
6854:Arachnida	EOG8CRPM1	ISCW010076-PA	6945:00208b	Ixodes scapularis	
6854:Arachnida	EOG8CRPM2	CUFF.37082.1_Ste	407821:003175	Stegodyphus mimosarum	
6854:Arachnida	EOG8CRPM2	CUFF.22388.1_Ste	407821:00466a	Stegodyphus mimosarum	
6854:Arachnida	EOG8CRPM2	CUFF.79293.1_Ste	407821:005a7a	Stegodyphus mimosarum	
6854:Arachnida	EOG8CRPM2	ISCW021410-PA	6945:004457	Ixodes scapularis	
6854:Arachnida	EOG8CRPM3	CUFF.11958.1_Ste	407821:003ed0	Stegodyphus mimosarum	
6854:Arachnida	EOG8CRPM3	ISCW020972-PA	6945:00430e	Ixodes scapularis	
6854:Arachnida	EOG8CRPM4	tetur07g01350.1	32264:0019d5	Tetranychus urticae	
6854:Arachnida	EOG8CRPM4	1146547.p	34638:000f54	Metaseiulus occidentalis	
6854:Arachnida	EOG8CRPM4	CUFF.71732.2_Ste	407821:0058de	Stegodyphus mimosarum	
6854:Arachnida	EOG8CRPM5	CUFF.13458.1_Ste	407821:0035ca	Stegodyphus mimosarum	
6854:Arachnida	EOG8CRPM5	ISCW022875-PA	6945:0048ee	Ixodes scapularis	
6854:Arachnida	EOG8CVJT2	tetur18g01000.1	32264:00317a	Tetranychus urticae	
6854:Arachnida	EOG8CVJT2	1155058.p	34638:003753	Metaseiulus occidentalis	
6854:Arachnida	EOG8CVJT2	CUFF.40323.1_Ste	407821:0027d1	Stegodyphus mimosarum	
6854:Arachnida	EOG8CVJT2	ISCW013741-PA	6945:002c61	Ixodes scapularis	Cadherin-repeats domain-containing protein
6854:Arachnida	EOG8CVJT3	tetur06g04700.1	32264:00189d	Tetranychus urticae	Ubiquitin carboxyl-terminal hydrolase (3.4.19.12)
6854:Arachnida	EOG8CVJT3	1147473.p	34638:0012bc	Metaseiulus occidentalis	
6854:Arachnida	EOG8CVJT3	CUFF.82972.1_Ste	407821:005468	Stegodyphus mimosarum	
6854:Arachnida	EOG8CVJT3	ISCW009097-PA	6945:001d60	Ixodes scapularis	
6854:Arachnida	EOG8CVJT4	tetur07g01720.1	32264:0019f9	Tetranychus urticae	
6854:Arachnida	EOG8CVJT4	CUFF.19072.1_Ste	407821:00634a	Stegodyphus mimosarum	
6854:Arachnida	EOG8CVJT4	CUFF.19071.1_Ste	407821:00634b	Stegodyphus mimosarum	
6854:Arachnida	EOG8CVJT4	ISCW013383-PA	6945:002b3a	Ixodes scapularis	
6854:Arachnida	EOG8CVJT5	tetur16g01360.1	32264:002e7c	Tetranychus urticae	
6854:Arachnida	EOG8CVJT5	1146563.p	34638:000f64	Metaseiulus occidentalis	
6854:Arachnida	EOG8CVJT5	1155095.p	34638:003778	Metaseiulus occidentalis	
6854:Arachnida	EOG8CVJT5	CUFF.19819.1_Ste	407821:00599e	Stegodyphus mimosarum	
6854:Arachnida	EOG8CVJT5	CUFF.19818.1_Ste	407821:00599f	Stegodyphus mimosarum	
6854:Arachnida	EOG8CVJT5	ISCW011622-PA	6945:002592	Ixodes scapularis	
6854:Arachnida	EOG8CVJT6	tetur08g01600.1	32264:001cf8	Tetranychus urticae	
6854:Arachnida	EOG8CVJT6	1153532.p	34638:0032fd	Metaseiulus occidentalis	
6854:Arachnida	EOG8CVJT6	CUFF.76022.1_Ste	407821:005382	Stegodyphus mimosarum	
6854:Arachnida	EOG8CVJT6	ISCW023702-PA	6945:004b77	Ixodes scapularis	
6854:Arachnida	EOG8CVJT7	tetur13g03370.1	32264:002a18	Tetranychus urticae	
6854:Arachnida	EOG8CVJT7	1145445.p	34638:000afc	Metaseiulus occidentalis	
6854:Arachnida	EOG8CVJT7	1158442.p	34638:00393f	Metaseiulus occidentalis	
6854:Arachnida	EOG8CVJT7	CUFF.66824.1_Ste	407821:005df3	Stegodyphus mimosarum	
6854:Arachnida	EOG8CVJT8	tetur26g01600.1	32264:003b31	Tetranychus urticae	
6854:Arachnida	EOG8CVJT8	705448.p	34638:004488	Metaseiulus occidentalis	
6854:Arachnida	EOG8CVJT8	CUFF.30177.1_Ste	407821:0057d9	Stegodyphus mimosarum	
6854:Arachnida	EOG8CVJT8	ISCW000445-PA	6945:000169	Ixodes scapularis	
6854:Arachnida	EOG8CVJT9	tetur11g04330.1	32264:00261b	Tetranychus urticae	
6854:Arachnida	EOG8CVJT9	1125140.p	34638:001005	Metaseiulus occidentalis	
6854:Arachnida	EOG8CVJT9	CUFF.48703.2_Ste	407821:000b16	Stegodyphus mimosarum	
6854:Arachnida	EOG8CVJT9	ISCW018290-PA	6945:003aaa	Ixodes scapularis	
6854:Arachnida	EOG8CVJTB	tetur02g05100.1	32264:00083d	Tetranychus urticae	
6854:Arachnida	EOG8CVJTB	1157957.p	34638:0046d4	Metaseiulus occidentalis	
6854:Arachnida	EOG8CVJTB	CUFF.30271.1_Ste	407821:0033ca	Stegodyphus mimosarum	
6854:Arachnida	EOG8CVJTB	ISCW003723-PA	6945:000bf8	Ixodes scapularis	
6854:Arachnida	EOG8CVJTC	tetur36g01010.1	32264:004344	Tetranychus urticae	
6854:Arachnida	EOG8CVJTC	1146771.p	34638:001062	Metaseiulus occidentalis	
6854:Arachnida	EOG8CVJTC	CUFF.13219.1_Ste	407821:004421	Stegodyphus mimosarum	
6854:Arachnida	EOG8CVJTC	ISCW016224-PA	6945:00344d	Ixodes scapularis	
6854:Arachnida	EOG8CVJTD	tetur12g03150.1	32264:00282c	Tetranychus urticae	
6854:Arachnida	EOG8CVJTD	1148229.p	34638:001704	Metaseiulus occidentalis	
6854:Arachnida	EOG8CVJTD	CUFF.37127.1_Ste	407821:003a4d	Stegodyphus mimosarum	
6854:Arachnida	EOG8CVJTD	ISCW007758-PA	6945:00190c	Ixodes scapularis	
6854:Arachnida	EOG8CVJTF	tetur15g02270.1	32264:002d36	Tetranychus urticae	
6854:Arachnida	EOG8CVJTF	1155513.p	34638:003d52	Metaseiulus occidentalis	
6854:Arachnida	EOG8CVJTF	1155514.p	34638:003d53	Metaseiulus occidentalis	
6854:Arachnida	EOG8CVJTF	CUFF.52075.1_Ste	407821:0023d7	Stegodyphus mimosarum	
6854:Arachnida	EOG8CVJTF	ISCW023359-PA	6945:004a66	Ixodes scapularis	
6854:Arachnida	EOG8CVJTG	tetur01g13540.1	32264:000519	Tetranychus urticae	
6854:Arachnida	EOG8CVJTG	1149314.p	34638:001abc	Metaseiulus occidentalis	
6854:Arachnida	EOG8CVJTG	CUFF.72127.1_Ste	407821:0052b7	Stegodyphus mimosarum	
6854:Arachnida	EOG8CVJTG	CUFF.37525.1_Ste	407821:006660	Stegodyphus mimosarum	
6854:Arachnida	EOG8CVJTG	ISCW000551-PA	6945:0001c3	Ixodes scapularis	
6854:Arachnida	EOG8CVJTH	629899.p	34638:004764	Metaseiulus occidentalis	
6854:Arachnida	EOG8CVJTH	CUFF.12038.1_Ste	407821:00277f	Stegodyphus mimosarum	
6854:Arachnida	EOG8CVJTH	ISCW000489-PA	6945:00018f	Ixodes scapularis	
6854:Arachnida	EOG8CVJTJ	tetur34g00590.1	32264:004203	Tetranychus urticae	
6854:Arachnida	EOG8CVJTJ	tetur674g00010.1	32264:0046bb	Tetranychus urticae	
6854:Arachnida	EOG8CVJTJ	CUFF.42103.1_Ste	407821:005ab5	Stegodyphus mimosarum	
6854:Arachnida	EOG8CVJTJ	ISCW003285-PA	6945:000a9a	Ixodes scapularis	Kazal-type serine protease inhibitor domain containing protein
6854:Arachnida	EOG8CVJTK	tetur14g00590.1	32264:002aea	Tetranychus urticae	
6854:Arachnida	EOG8CVJTK	828032.p	34638:003954	Metaseiulus occidentalis	
6854:Arachnida	EOG8CVJTK	CUFF.37442.1_Ste	407821:0053cb	Stegodyphus mimosarum	
6854:Arachnida	EOG8CVJTK	ISCW016510-PA	6945:003535	Ixodes scapularis	
6854:Arachnida	EOG8CVJTM	tetur08g05070.1	32264:001e4e	Tetranychus urticae	
6854:Arachnida	EOG8CVJTM	1152372.p	34638:002c71	Metaseiulus occidentalis	
6854:Arachnida	EOG8CVJTM	CUFF.69400.1_Ste	407821:005de5	Stegodyphus mimosarum	
6854:Arachnida	EOG8CVJTM	ISCW024282-PA	6945:004d74	Ixodes scapularis	Vitamin K epoxide reductase complex subunit 1
6854:Arachnida	EOG8CVJTN	tetur11g01780.1	32264:002524	Tetranychus urticae	
6854:Arachnida	EOG8CVJTN	tetur11g01790.1	32264:002525	Tetranychus urticae	
6854:Arachnida	EOG8CVJTN	tetur11g01810.1	32264:002527	Tetranychus urticae	
6854:Arachnida	EOG8CVJTN	1149890.p	34638:001f47	Metaseiulus occidentalis	
6854:Arachnida	EOG8CVJTN	CUFF.17164.1_Ste	407821:001663	Stegodyphus mimosarum	
6854:Arachnida	EOG8CVJTN	ISCW000204-PA	6945:0000a3	Ixodes scapularis	
6854:Arachnida	EOG8CVJTP	tetur25g01750.1	32264:003a66	Tetranychus urticae	
6854:Arachnida	EOG8CVJTP	924501.p	34638:00277d	Metaseiulus occidentalis	
6854:Arachnida	EOG8CVJTP	CUFF.51365.1_Ste	407821:004624	Stegodyphus mimosarum	
6854:Arachnida	EOG8CVJTP	ISCW008190-PA	6945:001a72	Ixodes scapularis	
6854:Arachnida	EOG8CVJTQ	CUFF.64754.1_Ste	407821:001dc1	Stegodyphus mimosarum	
6854:Arachnida	EOG8CVJTQ	CUFF.53928.1_Ste	407821:005435	Stegodyphus mimosarum	
6854:Arachnida	EOG8CVJTQ	ISCW024910-PA	6945:004fe3	Ixodes scapularis	
6854:Arachnida	EOG8CVJTR	CUFF.62822.1_Ste	407821:0013f4	Stegodyphus mimosarum	
6854:Arachnida	EOG8CVJTR	ISCW021393-PA	6945:004448	Ixodes scapularis	
6854:Arachnida	EOG8CVJTS	CUFF.60271.1_Ste	407821:004e34	Stegodyphus mimosarum	
6854:Arachnida	EOG8CVJTS	ISCW006711-PA	6945:0015b0	Ixodes scapularis	
6854:Arachnida	EOG8CVJTT	1141270.p	34638:0000c5	Metaseiulus occidentalis	
6854:Arachnida	EOG8CVJTT	1146470.p	34638:0001ce	Metaseiulus occidentalis	
6854:Arachnida	EOG8CVJTT	1145869.p	34638:00026b	Metaseiulus occidentalis	
6854:Arachnida	EOG8CVJTT	1152732.p	34638:000479	Metaseiulus occidentalis	
6854:Arachnida	EOG8CVJTT	1144346.p	34638:000509	Metaseiulus occidentalis	
6854:Arachnida	EOG8CVJTT	1146710.p	34638:000de8	Metaseiulus occidentalis	
6854:Arachnida	EOG8CVJTT	1145898.p	34638:000e69	Metaseiulus occidentalis	
6854:Arachnida	EOG8CVJTT	1145899.p	34638:000e6a	Metaseiulus occidentalis	
6854:Arachnida	EOG8CVJTT	1145900.p	34638:000e6b	Metaseiulus occidentalis	
6854:Arachnida	EOG8CVJTT	1146907.p	34638:00111a	Metaseiulus occidentalis	
6854:Arachnida	EOG8CVJTT	1158288.p	34638:0017e5	Metaseiulus occidentalis	
6854:Arachnida	EOG8CVJTT	1148873.p	34638:0019f9	Metaseiulus occidentalis	
6854:Arachnida	EOG8CVJTT	1149218.p	34638:001a2f	Metaseiulus occidentalis	
6854:Arachnida	EOG8CVJTT	1149224.p	34638:001a35	Metaseiulus occidentalis	
6854:Arachnida	EOG8CVJTT	1150685.p	34638:0022b5	Metaseiulus occidentalis	
6854:Arachnida	EOG8CVJTT	1151523.p	34638:0027ee	Metaseiulus occidentalis	
6854:Arachnida	EOG8CVJTT	1152667.p	34638:002aac	Metaseiulus occidentalis	
6854:Arachnida	EOG8CVJTT	1152668.p	34638:002aad	Metaseiulus occidentalis	
6854:Arachnida	EOG8CVJTT	1152682.p	34638:002b96	Metaseiulus occidentalis	
6854:Arachnida	EOG8CVJTT	1154384.p	34638:0031aa	Metaseiulus occidentalis	
6854:Arachnida	EOG8CVJTT	1154029.p	34638:003240	Metaseiulus occidentalis	
6854:Arachnida	EOG8CVJTT	1155766.p	34638:0036a0	Metaseiulus occidentalis	
6854:Arachnida	EOG8CVJTT	1156343.p	34638:003dad	Metaseiulus occidentalis	
6854:Arachnida	EOG8CVJTT	ISCW006110-PA	6945:0013bd	Ixodes scapularis	
6854:Arachnida	EOG8CVJTV	CUFF.56616.1_Ste	407821:002e76	Stegodyphus mimosarum	
6854:Arachnida	EOG8CVJTV	ISCW006749-PA	6945:0015ce	Ixodes scapularis	
6854:Arachnida	EOG8CVJTW	CUFF.20937.1_Ste	407821:004284	Stegodyphus mimosarum	
6854:Arachnida	EOG8CVJTW	ISCW017142-PA	6945:003714	Ixodes scapularis	
6854:Arachnida	EOG8CVJTX	tetur21g00890.1	32264:003598	Tetranychus urticae	
6854:Arachnida	EOG8CVJTX	CUFF.81804.1_Ste	407821:002e4f	Stegodyphus mimosarum	
6854:Arachnida	EOG8CVJTX	ISCW018335-PA	6945:003ad2	Ixodes scapularis	
